#separator:tab
#html:false
What are the solid organs in the abdominal cavity?	Liver, spleen, pancreas, kidneys, and women (in women).
What are the signs and symptoms of cardiogenic shock, and how should you treat it?	Signs and symptoms of this include: Chest pain, Irregular pulse, Weak pulse, Low blood pressure, Cyanosis of the lips and under the nails, Cool, clammy skin, Anxiety,  Rales,  and pulmonary edema.   Treat this by: Positioning the patient comfortably, administering oxygen, assisting with ventilations, and transporting promptly.
Signs and symptoms of this include: Chest pain, Irregular pulse, Weak pulse, Low blood pressure, Cyanosis of the lips and under the nails, Cool, clammy skin, Anxiety,  Rales,  and pulmonary edema.   Treat this by: Positioning the patient comfortably, administering oxygen, assisting with ventilations, and transporting promptly.	What are the signs and symptoms of cardiogenic shock, and how should you treat it?
What are the signs and symptoms of obstructive shock, and how should you treat it?	Signs and symptoms of this are dependent on the cause, and include: Dyspnea, A rapid, weak pulse, Rapid, shallow breaths, Decreased lung compliance, Unilateral, decreased, or absent breath sounds, Decreased blood pressure, Subcutaneous emphysema, Cyanosis, Tracheal deviation towards the unaffected side, and, Beck's Triad, which are: Muffled heart sounds, Jugular vein distention, and, The merging of systolic and diastolic blood pressure.   Treatment of this is also dependent on the cause, and includes: ALS assist, and / or rapid transport.
Signs and symptoms of this are dependent on the cause, and include: Dyspnea, A rapid, weak pulse, Rapid, shallow breaths, Decreased lung compliance, Unilateral, decreased, or absent breath sounds, Decreased blood pressure, Subcutaneous emphysema, Cyanosis, Tracheal deviation towards the unaffected side, and, Beck's Triad, which are: Muffled heart sounds, Jugular vein distention, and, The merging of systolic and diastolic blood pressure.   Treatment of this is also dependent on the cause, and includes: ALS assist, and / or rapid transport.	What are the signs and symptoms of obstructive shock, and how should you treat it?
What are the signs and symptoms of septic shock, and how should you treat it?	Signs and symptoms of this include: Warm skin, Tachycardia, and, low blood pressure.   Treatment for this includes: Transporting promptly, administering oxygen en route, providing full ventilatory support, keeping the patient warm, and considering elevating the legs.
Signs and symptoms of this include: Warm skin, Tachycardia, and, low blood pressure.   Treatment for this includes: Transporting promptly, administering oxygen en route, providing full ventilatory support, keeping the patient warm, and considering elevating the legs.	What are the signs and symptoms of septic shock, and how should you treat it?
What are the signs and symptoms of neurogenic shock, and how should you treat it?	Signs and symptoms of this include: Bradycardia, Low blood pressure, and, Signs of neck injury.   Treatment of this includes: Securing the airway, stabilizing the spine, assisting ventilations, administering high-flow oxygen, preserving body heat, and, transporting promptly.
Signs and symptoms of this include: Bradycardia, Low blood pressure, and, Signs of neck injury.   Treatment of this includes: Securing the airway, stabilizing the spine, assisting ventilations, administering high-flow oxygen, preserving body heat, and, transporting promptly.	What are the signs and symptoms of neurogenic shock, and how should you treat it?
What are the signs and symptoms of anaphylactic shock, and how should you treat it?	Signs and symptoms of this include: Mild itching or rash, Burning skin, Vascular dilation, Generalized edema, Coma, and, rapid death.   Treatment for this includes: Managing the airway, Assisting ventilations, administering high-flow oxygen, assisting with administration of epinephrine, and, transporting promptly.
Signs and symptoms of this include: Mild itching or rash, Burning skin, Vascular dilation, Generalized edema, Coma, and, rapid death.   Treatment for this includes: Managing the airway, Assisting ventilations, administering high-flow oxygen, assisting with administration of epinephrine, and, transporting promptly.	What are the signs and symptoms of anaphylactic shock, and how should you treat it?
